Title,Authors,Publisher,PublishedDate,ISBN,PageCount,Categories,AverageRating,RatingsCount,Language,TitleWordCount
Milton H Erickson,"Jeffrey K Zeig, W Michael Munion",SAGE,1999-09-14,9780803975750,164,Psychology,1.0,1,en,3
American Journal,Tracy K. Smith,Graywolf Press,2018-09-04,9781555978679,88,Poetry,4.0,1,en,2
Wade in the Water,Tracy K. Smith,Graywolf Press,2018-04-03,9781555978631,95,Poetry,4.0,1,en,4
Mindful Artist: Sumi-e Painting,Virginia Lloyd-Davies,Walter Foster Publishing,2019-12-03,9781633228122,131,Art,5.0,1,en,4
The Four Winds,Kristin Hannah,St. Martin's Press,2021-02-02,9781250178626,382,Fiction,5.0,3,en,3
The Statistical Probability of Love at First Sight,Jennifer E. Smith,Poppy,2012-01-02,9780316192866,200,Young Adult Fiction,4.0,3,en,8
The President's Kitchen Cabinet,Adrian Miller,UNC Press Books,2017-02-09,9781469632544,292,Cooking,5.0,1,en,4
"Hook, Line, and Sinker",Tessa Bailey,HarperCollins,2022-03-01,9780063045705,370,Fiction,4.0,1,en,4
Zack Files 01: My Great-grandpa's in the Litter Box,"Dan Greenburg, Jack E. Davis",Penguin,1996-08-06,9781101078334,65,Juvenile Fiction,5.0,1,en,9
After Tupac & D Foster,Jacqueline Woodson,Penguin,2008-01-10,9780399246548,168,Juvenile Fiction,4.0,3,en,5
Little Kids First Big Book of Animals,Catherine D. Hughes,National Geographic Books,2010-01-01,9781426307041,132,Juvenile Nonfiction,5.0,1,en,7
Mr. Putter and Tabby Pour the Tea,Cynthia Rylant,Houghton Mifflin Harcourt,1994-01-01,9780152562557,52,Juvenile Fiction,5.0,1,en,7
Odd Girl In,Jo Whittemore,Simon and Schuster,2011-03-22,9781442412859,168,Juvenile Fiction,4.5,2,en,3
What to Eat,Marion Nestle,North Point Press,2010-04-01,9781429934473,624,Health & Fitness,3.5,8,en,3
Front Page Face-Off,Jo Whittemore,Simon and Schuster,2010-03-09,9781416998983,242,Juvenile Fiction,4.0,2,en,3
"Greek Mythology: The Gods, Goddesses, and Heroes Handbook",Liv Albert,Simon and Schuster,2021-03-30,9781507215494,240,Literary Criticism,4.0,1,en,8
"Upstairs Mouse, Downstairs Mole",Wong Herbert Yee,Houghton Mifflin Harcourt,2005-01-01,9780618473137,62,Juvenile Fiction,4.0,1,en,4
Caring for Your Baby and Young Child,Steven P. Shelov,Bantam Dell Publishing Group,2009-01-01,9780553386301,930,Family & Relationships,2.0,1,en,7
The Big Lie,Dinesh D'Souza,Simon and Schuster,2017-07-31,9781621575368,207,Political Science,3.5,3,en,3
I Promise,LeBron James,HarperCollins,2020-08-11,9780063017344,40,Juvenile Fiction,5.0,1,en,2
Ravi's Roar,Tom Percival,Bloomsbury Publishing,2020-07-15,9781526630094,18,Juvenile Fiction,1.0,1,en,2
Between You and I,James Cochrane,"Sourcebooks, Inc.",2005-01-01,9781402203312,178,Language Arts & Disciplines,4.0,2,en,4
I Am Number Four,Pittacus Lore,Harper Collins,2010-08-03,9780062007995,304,Young Adult Fiction,5.0,2,en,4
I Even Funnier,"James Patterson, Chris Grabenstein",jimmy patterson,2013-12-09,9780316206969,281,Juvenile Fiction,4.5,10,en,3
The Night Circus,Erin Morgenstern,Anchor,2011-09-13,9780385534642,389,Fiction,4.0,116,en,3
"I, Richard",Elizabeth George,Bantam,2008-11-26,9780307486165,258,Fiction,2.0,1,en,2
I Need My Monster,Amanda Noll,Flashlight Press,2009-04-01,9781936261161,40,Juvenile Fiction,4.5,3,en,4
Red Rising,Pierce Brown,Del Rey,2014-01-28,9780345539793,414,Fiction,4.5,7,en,2
Minaret,Leila Aboulela,Open Road + Grove/Atlantic,2007-12-01,9780802199249,262,Fiction,3.0,1,en,1
The Future of the Internet,Jonathan Zittrain,Penguin UK,2009-05-28,9780141951812,413,Computers,5.0,1,en,5
Always and Forever: Lara Jean,Jenny  Han,Scholastic UK,2017-05-04,9781407179193,275,Juvenile Fiction,4.0,3,en,5
I am George Washington,Brad Meltzer,Penguin,2016-09-06,9780525428480,41,Juvenile Nonfiction,3.0,4,en,4
Cross Justice,James Patterson,Hachette UK,2015-11-23,9780316407144,400,Fiction,5.0,1,en,2
The Musical Life of Gustav Mole,Kathryn Meyrick,Childs Play International Limited,,9780859533331,32,Juvenile Fiction,1.0,1,en,6
Moloka'i,Alan Brennert,Macmillan,2003-10-21,9780312304348,400,Fiction,4.0,1,en,1
Leah on the Offbeat,Becky Albertalli,Penguin UK,2018-05-03,9780241331071,293,Young Adult Fiction,5.0,1,en,4
To All the Boys I've Loved Before,Jenny Han,Simon and Schuster,2014-01-01,9781442426719,384,Young Adult Fiction,3.0,1,en,7
What I See,Brooklyn Beckham,Penguin UK,2017-06-29,9780141375779,308,Photography,1.0,1,en,3
N Scale Model Railroading,Marty McGuirk,"Kalmbach Publishing, Co.",,9780890243473,108,Crafts & Hobbies,3.0,1,en,4
This 'n That,Bette Davis,Hachette Books,2017-04-04,9780316441261,159,Biography & Autobiography,5.0,1,en,3
Jesus Freaks: Martyrs,DC Talk,Baker Books,2005-05-01,9781441260048,308,Religion,5.0,3,en,3
Between the World and Me,Ta-Nehisi Coates,One World,2015-07-14,9780679645986,163,Biography & Autobiography,4.5,6,en,5
The Art of Fielding,Chad Harbach,"Little, Brown",2011-09-07,9780316192163,395,Fiction,4.0,10,en,4
How We Became Posthuman,N. Katherine Hayles,University of Chicago Press,2008-05-15,9780226321394,364,Science,4.0,7,en,4
The Bourgeois Virtues,Deirdre Nansen,University of Chicago Press,2010-03-15,9780226556673,637,Business & Economics,4.0,2,en,3
Algorithms of Oppression,Safiya Umoja Noble,NYU Press,2018-02-20,9781479837243,245,Computers,5.0,1,en,3
Why Mosquitoes Buzz in People's Ears,Verna Aardema,Penguin,1975-01-01,9780803760899,34,Juvenile Fiction,5.0,3,en,6
Understanding Performance Appraisal,"Kevin R. Murphy, Jeanette N. Cleveland",SAGE,1995-01-03,9780803954755,528,Business & Economics,3.5,3,en,3
Derrida for Beginners,Jim Powell,Orient Blackswan,2000-01-01,9788125019169,196,Deconstruction,5.0,2,en,3
Swordspoint,Ellen Kushner,Spectra,2007-12-18,9780307418357,363,Fiction,5.0,1,en,1
Perl for System Administration,David N. Blank-Edelman,"""O'Reilly Media, Inc.""",2000-01-01,9781565926097,452,Computers,4.5,2,en,4
The Art of Getting More Back in Diplomacy,Eric N. Richardson,University of Michigan Press,2021-10-26,9780472055067,199,Political Science,5.0,1,en,8
Handbook of Environmental and Sustainable Finance,"Vikash Ramiah, Greg N. Gregoriou",Academic Press,2015-10-28,9780128036464,512,Science,4.0,1,en,6
"Techniques for Hair Restoration,An Issue of Facial Plastic Surgery Clinics of North America E-Book","Lisa Ishii, Linda N. Lee",Elsevier Health Sciences,2020-05-11,9780323695954,113,Medical,3.0,1,en,14
Mouse,N. Scott Stedman,Greenleaf Book Group,2022-05-03,9781632994530,268,Young Adult Fiction,5.0,1,en,1
China in the 21st Century,Jeffrey N. Wasserstrom,"Oxford University Press, USA",2010-01-01,9780195394122,164,History,5.0,1,en,5
Fuzzy's Great Escape (Class Pets #1),Bruce Hale,Scholastic Inc.,2018-06-26,9781338145205,135,Juvenile Fiction,5.0,1,en,6
Reboot,Amy Tintera,Harper Collins,2013-05-07,9780062217097,216,Young Adult Fiction,4.0,4,en,1
"Click, Clack, Moo",Doreen Cronin,ABDO,2006-01-01,9781599610887,40,Juvenile Fiction,4.5,5,en,3
Python Machine Learning,Sebastian Raschka,Packt Publishing Ltd,2015-09-23,9781783555147,455,Computers,5.0,2,en,3
Skyhunter,Marie Lu,Roaring Brook Press,2020-09-29,9781250221698,480,Young Adult Fiction,4.5,2,en,1
Bayesian Methods for Hackers,Cameron Davidson-Pilon,Addison-Wesley Professional,2015-09-30,9780133902921,551,Computers,3.0,1,en,4
Prisoner of War,Michael P. Spradlin,Scholastic Inc.,2017-06-27,9780545861519,239,Juvenile Fiction,5.0,2,en,3
Queen of Babble in the Big City,Meg Cabot,Harper Collins,2009-10-13,9780061750618,324,Fiction,4.5,2,en,7
NCLEX-RN Content Review Guide,Kaplan Nursing,Kaplan Test Prep,2020-03-03,9781506262918,649,Study Aids,5.0,1,en,4
Early Warning,Jane Smiley,Anchor,2015-04-28,9780385352437,497,Fiction,3.0,1,en,2
If at Birth You Don't Succeed,Zach Anner,Macmillan,2016-03-08,9781627793643,352,Biography & Autobiography,5.0,1,en,6
In the Dream House,Carmen Maria Machado,Graywolf Press,2019-11-05,9781644451021,280,Biography & Autobiography,5.0,2,en,4
The Revolution That Wasn’t,Jen Schradie,Harvard University Press,2019-05-01,9780674240445,417,Social Science,5.0,1,en,4
Tim Possible & the Time-Traveling T. Rex,Axel Maisy,Simon and Schuster,2022-08-30,9781534492707,208,Juvenile Fiction,5.0,1,en,7
Chasing the Scream,Johann Hari,Bloomsbury Publishing USA,2015-01-20,9781620408926,433,Social Science,4.5,3,en,3
The Talent Code,Daniel Coyle,Bantam,2009-04-28,9780553906493,258,Self-Help,5.0,3,en,3
Bad Girls Don't Die,Katie Alender,"Little, Brown Books for Young Readers",2010-06-22,9781423138051,351,Young Adult Fiction,4.5,19,en,4
I Don't Want to Talk About It,Terrence Real,Simon and Schuster,1999-03-11,9780684865393,390,Self-Help,3.5,3,en,7
What Money Can't Buy,Michael J. Sandel,"Farrar, Straus and Giroux",2012-04-24,9781429942584,246,Philosophy,4.0,5,en,4
Good to Great,Jim Collins,Harper Collins,2001-10-16,9780066620992,320,Business & Economics,4.0,4,en,3
Mosquitoes Can't Bite Ninjas,Jordan P. Novak,Bloomsbury Publishing USA,2017-04-11,9781681192130,32,Juvenile Fiction,3.0,1,en,4
Material Girls,Kathleen Stock,Hachette UK,2021-05-06,9780349726595,320,Social Science,3.0,2,en,2
Tales from the Empire: Star Wars Legends,Peter Schweighofer,Random House Worlds,1997-11-03,9780553578768,372,Fiction,3.0,1,en,7
Dead Wrong,"Richard Belzer, David Wayne",Simon and Schuster,2012-08-01,9781620875513,271,History,5.0,1,en,2
Warriors Don't Cry,Melba Beals,Simon and Schuster,2007-07-24,9781416948827,244,Young Adult Nonfiction,4.0,8,en,3
Things My Son Needs to Know About The World,Fredrik Backman,Penguin UK,2019-06-06,9781405938334,138,Family & Relationships,5.0,1,en,9
Ice,"Ice-T, Douglas Century",One World,2012-01-24,9780345523297,274,Biography & Autobiography,5.0,1,en,1
Rocket Surgery Made Easy,Steve Krug,New Riders,2009-12-08,9780321702845,169,Computers,4.0,1,en,4
Fit2Fat2Fit,Drew Manning,Harper Collins,2012-06-12,9780062194220,183,Health & Fitness,4.5,2,en,1
The End of Gender,Debra Soh,Simon and Schuster,2021-08-31,9781982132521,336,Science,1.0,1,en,4
The Body Reset Diet,Harley Pasternak,Rodale Books,2014-03-04,9781609615512,258,Health & Fitness,5.0,1,en,4
How the Mind Works,Steven Pinker,W. W. Norton & Company,2009-06-02,9780393334777,673,Medical,5.0,1,en,4
Never Bite a Boy on the First Date,Tamara Summers,HarperCollins UK,2010-03-04,9780007345298,10,Young Adult Fiction,5.0,1,en,8
Hide and Don't Seek,Anica Mrose Rissi,HarperCollins,2021-08-03,9780063026971,142,Juvenile Fiction,2.0,1,en,4
Turtle in Paradise,Jennifer L. Holm,Yearling,2011-12-27,9780375836909,226,Juvenile Fiction,4.5,3,en,3
RedBone,T. Styles,Urban Books,2012-04-24,9781599832852,510,Fiction,4.5,5,en,1
Joey Pigza Swallowed the Key,Jack Gantos,Random House,2000-01-01,9780440864332,194,Attention-deficit hyperactivity disorder,5.0,1,en,5
Prisoner B-3087,"Alan Gratz, Ruth Gruener, Jack Gruener",Scholastic Inc.,2013-03-01,9780545520713,190,Juvenile Fiction,5.0,17,en,2
Triggers,"Marshall Goldsmith, Mark Reiter",Crown Currency,2015-05-19,9780804141246,274,Business & Economics,4.0,2,en,1
The Operator,Robert O'Neill,Simon and Schuster,2017-04-25,9781501145056,373,History,1.0,1,en,2
"Weep Not, Child","Ngugi wa Thiong'o, Ngũgĩ wa Thiongʼo",Heinemann,1987-01-01,9780435908300,148,Fiction,3.0,1,en,3
Kill All Normies,Angela Nagle,John Hunt Publishing,2017-06-07,9781785355448,124,Social Science,3.0,4,en,3
Shelter,Jung Yun,Picador,2016-03-15,9781250075642,336,Fiction,4.5,2,en,1
Different Dances 25th Anniversary Edition,Shel Silverstein,HarperCollins,2004-10-12,9780060554309,224,Humor,4.0,1,en,5
Olympians: Hephaistos,George O'Connor,First Second,2019-01-29,9781626725287,82,Juvenile Fiction,5.0,1,en,2
I Ain't Gonna Paint No More!,Karen Beaumont,Houghton Mifflin Harcourt,2005-01-01,9780152024888,40,Juvenile Fiction,5.0,1,en,6
"Exit, Voice, and Loyalty",Albert O. Hirschman,Harvard University Press,1970-01-01,9780674276604,180,Business & Economics,5.0,2,en,4
Wild Jasmine,Bertrice Small,Ivy Books,2011-05-25,9780307794857,547,Fiction,5.0,1,en,2
The Flame of Olympus,Kate O'Hearn,Simon and Schuster,2013-05-07,9781442444102,401,Juvenile Fiction,4.5,4,en,4
"Have a Hot Time, Hades!",Kate McMullan,Capstone,,9781434234377,90,Juvenile Fiction,5.0,1,en,5
I Was Right On Time,"David Conrads, Buck O'neil",Simon and Schuster,2010-05-11,9781439127469,294,Sports & Recreation,5.0,3,en,5
Deep-Sky Companions: The Messier Objects,Stephen James O'Meara,Cambridge University Press,1998-12-28,9780521553322,330,Nature,4.0,1,en,5
The Fire Cat,Esther Averill,Harper Collins,1983-09-07,9780064440387,68,Juvenile Fiction,5.0,1,en,3
O Tama a ʻāiga,Morgan A. Tuimalealiʻifano,editorips@usp.ac.fj,2006-01-01,9789820203778,164,History,3.0,2,en,4
Sing Down the Moon,Scott O'Dell,HarperCollins,2010-09-13,9780547349657,149,Juvenile Fiction,3.5,12,en,4
"""M"" is for Malice",Sue Grafton,Holt Paperbacks,1996-11-15,9781429913058,313,Fiction,3.0,5,en,4
A Face in the Crowd,"Stephen King, Stewart O'Nan",Simon and Schuster,2012-08-21,9781476713342,74,Fiction,3.0,29,en,5
"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition",William J. O'Neil,McGraw Hill Professional,2009-04-12,9780071614146,466,Business & Economics,5.0,3,en,16
The One O'Clock Chop,Ralph Fletcher,Macmillan,2007-08-07,9780805081435,206,Juvenile Fiction,5.0,1,en,4
Japanese Ink Painting,Naomi Okamoto,"Sterling Publishing Company, Inc.",1996-01-01,9780806908335,102,Art,2.5,3,en,3
The Satanic Verses,Salman Rushdie,Macmillan,,9780312270827,580,Fiction,3.5,11,en,3
Applied Logistic Regression,"David W. Hosmer, Jr., Stanley Lemeshow",John Wiley & Sons,2004-10-28,9780471654025,397,Mathematics,5.0,4,en,3
Degrammaticalization,Muriel Norde,Oxford University Press,2009-09-17,9780199207923,289,Language Arts & Disciplines,5.0,1,en,1
Suspicion,Kate Brian,Simon and Schuster,2009-09-08,9781416996637,196,Young Adult Fiction,5.0,1,en,1
The Call of the Wild and Selected Stories,Jack London,Signet Classics,1998-01-01,9780451527035,194,"Adventure stories, American",5.0,1,en,8
Key to High School English Grammar & Composition,Wren & Martin,S. Chand Publishing,2018-01-01,9789352530151,137,Language Arts & Disciplines,4.0,5,en,8
Who's in My Family?,Robie H. Harris,Candlewick Press,2012-09-11,9780763636319,40,Juvenile Nonfiction,5.0,1,en,4
It's Perfectly Normal,Robie H. Harris,Candlewick Press,2021-05-18,9781536216127,128,Juvenile Nonfiction,5.0,1,en,3
Histology,"Michael H. Ross, Wojciech Pawlina",Lippincott Williams & Wilkins,2006-01-01,9780781767903,934,Medical,5.0,2,en,1
Halting State,Charles Stross,Penguin,2007-10-02,9781101208793,376,Fiction,3.5,2,en,2
Lucky T,Kate Brian,Simon and Schuster,2005-06-21,9780689873515,314,Juvenile Fiction,4.5,8,en,2
Don't Make Me Think,Steve Krug,Pearson Education,2009-08-05,9780321648785,325,Computers,4.0,8,en,4
Is Your Thinking Keeping You Poor?,Douglas Kruger,Penguin Random House South Africa,2016-08-01,9781776091140,241,Business & Economics,5.0,1,en,6
Trump: The Art of the Deal,"Donald J. Trump, Tony Schwartz",Ballantine Books,2009-12-23,9780307575333,401,Business & Economics,4.0,23,en,6
Stumbling on Happiness,Daniel Gilbert,Vintage Canada,2009-02-24,9780307371362,336,Psychology,5.0,2,en,3
Heir of Fire,Sarah J. Maas,Bloomsbury Publishing USA,2014-09-02,9781619630666,596,Fiction,5.0,2,en,3
The Paper & Hearts Society,Lucy Powrie,Hodder Children's Books,2019-06-13,9781444949247,232,Juvenile Fiction,5.0,1,en,5
a Heaven is for Real Deluxe Edition,Todd Burpo,Thomas Nelson,2011-10-31,9780849949203,206,Religion,4.0,769,en,7
House Don't Fall on Me,Maidhc Dainín Ó Sé,Mercier Press Ltd,2007-01-01,9781856355506,225,Biography & Autobiography,2.0,3,en,5
"Then Again, Maybe I Won't",Judy Blume,Yearling,2012-03-21,9780307817716,194,Young Adult Fiction,5.0,1,en,5
The Berenstain Bears and the Truth,"Stan Berenstain, Jan Berenstain",Random House Books for Young Readers,2010-10-27,9780375989445,34,Juvenile Fiction,5.0,1,en,6
While I Was Away,Waka T. Brown,HarperCollins,2021-01-26,9780063017139,336,Juvenile Nonfiction,5.0,1,en,4
Miseducated,Brandon P. Fleming,Hachette Books,2021-06-15,9780306925122,272,Biography & Autobiography,5.0,1,en,1
Chrono Trigger,Michael P. Williams,Boss Fight Books,2014-01-01,9781940535012,123,Computers,4.0,1,en,2
Leading Change,John P. Kotter,Harvard Business Press,2012-01-01,9781422186435,210,Business & Economics,4.0,4,en,2
The Huey P. Newton Reader,Huey P Newton,Seven Stories Press,2011-01-04,9781609800482,380,Biography & Autobiography,3.0,1,en,5
Native American Mathematics,Michael P. Closs,University of Texas Press,1986-01-01,9780292711853,444,Mathematics,3.0,2,en,3
A Song of Shadows,John Connolly,Simon and Schuster,2015-09-29,9781501118319,464,Fiction,4.0,1,en,4
Merchants of Doubt,"Naomi Oreskes, Erik M. Conway",A&C Black,2011-10-03,9781408828779,368,Technology & Engineering,5.0,1,en,3
What Matters Most,James Hollis,Penguin,2009-01-01,9781592404209,292,Philosophy,5.0,1,en,3
The Big Picture,Sean Carroll,Penguin,2016-05-10,9780698409767,482,Science,5.0,1,en,3
The Moment of Lift,Melinda Gates,Flatiron Books,2019-04-23,9781250313560,224,Social Science,5.0,1,en,4
Lying,Sam Harris,Four Elephants Press,2013-10-23,9781940051017,113,Philosophy,5.0,1,en,1
Zero to One,"Blake Masters, Peter Thiel",Random House,2014-09-18,9780753550304,198,Business & Economics,4.5,5,en,3
Crazy Brave: A Memoir,Joy Harjo,W. W. Norton & Company,2012-07-09,9780393083897,139,Biography & Autobiography,4.0,1,en,4
For All Time,Shanna Miles,Simon and Schuster,2021-09-28,9781534485976,368,Juvenile Fiction,5.0,1,en,3
How the Word Is Passed,Clint Smith,"Little, Brown",2021-06-01,9780316492911,312,History,5.0,1,en,5
Thomas' Calculus,"Weir, Joel Hass",Pearson Education India,2008-01-01,9788131718674,1388,Calculus,4.0,2,en,2
Master and Commander (Vol. Book 1) (Aubrey/Maturin Novels),Patrick O'Brian,W. W. Norton & Company,1990-08-17,9780393307054,420,Fiction,4.5,17,en,8
Brigham Young,John G. Turner,Harvard University Press,2012-09-25,9780674067318,511,Biography & Autobiography,5.0,1,en,2
Pirates' Treasure!,Mary Pope Osborne,Random House,2008-01-01,9781862305267,84,Adventure stories,5.0,1,en,2
Beach Music,Pat Conroy,Dial Press,2011-08-03,9780307804730,767,Fiction,4.5,3,en,2
The Martian,Andy Weir,Ballantine Books,2014-02-11,9780804139038,335,Fiction,4.5,40,en,2
Doomsday Book,Connie Willis,Spectra,1993-08-01,9780553562736,593,Fiction,1.0,1,en,2
Squeeze Me,Carl Hiaasen,Knopf,2020-08-25,9781524733452,353,Fiction,5.0,1,en,2
Doomsday Book,Connie Willis,Allen & Unwin,2005-01-01,9781741769746,701,Fiction,4.0,9,en,2
Why Study History?,"Marcus Collins, Peter N. Stearns",London Publishing Partnership,2020-05-27,9781913019051,208,Education,5.0,1,en,3
Greek Myths,Olivia Coolidge,Coolidge Press,,9781406766028,260,Religion,2.0,1,en,2
Fates and Furies,Lauren Groff,Penguin,2015-09-15,9780698405127,368,Fiction,4.0,5,en,3
About a Boy,Nick Hornby,Penguin,1999-05-01,9781573227339,324,Fiction,3.5,13,en,3
Harriet Tubman,Marion Dane Bauer,Scholastic Inc.,2010-01-01,9780545232579,34,Juvenile Nonfiction,5.0,1,en,2
Accelerate,"Nicole Forsgren, PhD, Jez Humble, Gene Kim",IT Revolution,2018-03-27,9781942788355,251,Business & Economics,5.0,1,en,1
Bringing Nature Home,Douglas W. Tallamy,Timber Press,2009-09-01,9781604691467,361,Science,4.5,3,en,3
Nigger,Randall Kennedy,Vintage,2008-12-18,9780307538918,210,Social Science,3.0,6,en,1
Wrecking Ball: Diary of a Wimpy Kid (14),Jeff Kinney,Penguin Group Australia,2019-11-05,9780143796060,226,Juvenile Fiction,4.5,14,en,8
Hillbilly Elegy,J. D. Vance,HarperCollins,2016-06-28,9780062300560,166,Social Science,4.0,4,en,2
The Marvellers,Dhonielle Clayton,Henry Holt and Company (BYR),2022-05-03,9781250174956,389,Juvenile Fiction,3.0,1,en,2
How to Write a Lot,Paul J. Silvia,Amer Psychological Assn,,9781591477433,149,Language Arts & Disciplines,4.5,6,en,5
Patterns of Enterprise Application Architecture,Martin Fowler,Addison-Wesley,2012-03-09,9780133065213,558,Computers,3.0,8,en,5
Teeth: A Very Short Introduction,Peter S. Ungar,Oxford University Press,,9780199670598,153,Medical,5.0,1,en,5
